evaluation_id,source_row_index,article_id,title,source_text_column,original_text,target_metric,target_metric_label,rewrite_instruction,modified_text,rewrite_status,rewrite_error,manual_target_metric_score,manual_expected_stdi,manual_review_status,manual_notes
manual_stdi_011,26,0fbc7e514f78d3a045ecfee520244acd,Dubai Health and Dubai Future District Fund Join Forces to Build a Global HealthTech Launchpad in Dubai,description,"Dubai Health and Dubai Future District Fund (DFDF) announced the signing of a Memorandum of Understanding (MoU) that sets the foundation for a collaboration to advance Dubai’s global position in the HealthTech sector. Aligned with Dubai’s D33 Economic Agenda, this strategic partnership aims to build a HealthTech and TechBio ecosystem anchored in Dubai by accelerating the success of high-impact ventures and advancing innovation across Biotech, digital health, AI diagnostics, drug discovery, robotics, medical devices and personalized medicine. By coordinating resources and expertise across public and private sectors, Dubai Health and DFDF will work together to generate globally relevant clinical and commercial evidence. The MoU was signed by Atif Al Braiki, Chief Digital and AI Officer at Dubai Health, and Nader Albastaki, Managing Director at Dubai Future District Fund. Dubai is uniquely positioned to become a global launchpad for HealthCare Innovation,” said Nader Albastaki. “By partnering with Dubai Health, we are laying the groundwork for a sustainable, innovation-driven health economy. One that not only meets the needs of the region but also shapes the future of healthcare globally.” “This collaboration marks an important step in strengthening healthcare innovation in Dubai,” said Atif Al Braiki. “Our goal is to create an environment where emerging technologies and startups can scale and grow. Together with DFDF, we are committed to advancing health for humanity and further positioning Dubai as a global hub for HealthTech innovation.” By leveraging academic research and translational opportunities to drive meaningful outcomes, the collaboration seeks to align innovation with healthcare needs, support knowledge transfer and intellectual property development, and foster a thriving ecosystem that advances health innovation and delivers tangible benefits for patients and the wider community.",subtopic_drift,Subtopic,"Keep the main theme and central actors, but shift the article's focus to a different relevant subtopic or angle.",,not_requested,,,,pending,
manual_stdi_012,760,fb242e0b0038db5346e15d6c1222d36a,Ben Logan wrestler places second at state junior high tournament,description,Bristol Blair of Benjamin Logan placed first in her weight class during the OAC junior high girls state wrestling tournament. The placement completed the first year of wrestling for the Benjamin Logan seventh-grade student. Blair won two of her three matches during the tournament. She won her first match with a second-period pin and followed that with an 11-0 major decision. A total of five Ben Logan boys competed in the junior high state tournament. Their records were as follows: -Owen Marshall (1-2); -Jennings Bednarki (2-2); -Carter Crumm (3-2); -Marshall Elliott (0-2); -Bryson Greiner (3-2).,subtopic_drift,Subtopic,"Keep the main theme and central actors, but shift the article's focus to a different relevant subtopic or angle.",,not_requested,,,,pending,
manual_stdi_013,363,ed3715a37893819d31c612494c0f32ee,India U20 Men's Team Prepares for SAFF Championship in Maldives,description,"The India U20 men's national team, under the guidance of head coach Mahesh Gawali, is preparing for the SAFF U20 Championship in the Maldives. With matches against Pakistan and Bangladesh on the horizon, the team is focused on player development and maintaining a consistent playing philosophy. Gawali emphasizes the importance of a smooth transition to the senior team and encourages players to stay confident and disciplined. This tournament serves as a crucial platform for young talents to showcase their skills and grow in competitive environments.",contradiction_drift,Internal contradiction,"Preserve the overall topic, but introduce one explicit internal contradiction about a central fact, number, action, or outcome.",,not_requested,,,,pending,
manual_stdi_014,1390,4f4adc7c80d7cb5849eba2fd7d96481d,P. Kumaran Appointed India’s High Commissioner to the UK,description,"New Delhi: Periasamy Kumaran, presently Secretary (East) in the Ministry of External Affairs (MEA), has been appointed as India's next High Commissioner to the United Kingdom, the MEA announced on Thursday. A 1992 batch Indian Foreign Service (IFS) officer, Kumaran, is expected to take up the assignment shortly. He will be replacing Vikram Doraiswami who has been appointed as India's Ambassador to China and is expected to take up the assignment shortly. Kumaran has been serving as Secretary (East) in MEA since 2025. After joining IFS in 1992, Kumaran's first assignment was as Third Secretary in the Embassy of India in Cairo from 1994-1997, followed by his posting as Second Secretary in the Embassy of India in Tripoli from 1997-2000 and then as First Secretary in the Embassy of India, Brussels from 2000-2003. Following this, he returned to India and served as Deputy Secretary [Europe West] in the MEA from 2003-2005. Kumaran then served as the Regional Passport Officer in Bangalore from 2005-2007, followed by a posting to Pakistan, where he served as Counsellor in the High Commission of India in Islamabad from 2007-2009. He then served as Counsellor in the Embassy of India in Washington from 2009-2011 and as Deputy High Commissioner at the High Commission of India in Colombo from 2011-2014. From 2014-2016, Kumaran served as Joint Secretary (Consular, Passport and Visa Division) in MEA, New Delhi. He then served as India's Ambassador to Qatar from 2016-2020. He served as India's High Commissioner to Singapore from 2020-2023. In July 2023, he assumed charge as Additional Secretary (Economic Relations and Development Partnership Administration) and was later promoted to Special Secretary (Economic Relations) and Development Partnership Administration (DPA) in the MEA, New Delhi. He assumed his current charge as Secretary (East), MEA on April 1, 2025. He speaks English, Tamil, Hindi and Arabic.",vad_drift,Emotional framing (VAD),"Preserve the factual claims, topic, entities, and relations. Make the framing clearly more negative and urgent: lower valence and increase arousal through alarming but journalistic wording. Do not add, remove, or alter facts.",,not_requested,,,,pending,
manual_stdi_015,851,628b370954e3912757c075c9b2cfbca8,Kenya’s Ruto hosts Mozambique president at State House Nairobi,description,"President William Ruto has hosted Mozambique President Daniel Francisco Chapo at State House, Nairobi, ahead of his three-day State Visit to Kenya. Speaking during a live event at State House, Nairobi, on Thursday, March 26, 2026, Ruto highlighted the deep cooperation between Kenya and Mozambique. On his part, the president noted that Kenya enjoys strong... Source",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_016,368,eeb9b4a3d62c3289c1884c234f086918,Panther girls soccer shocks Indians 2-1,description,"HAYS -- A 7-year ""losing streak"" for Great Bend's girls soccer team in the Western Athletic Conference League is finally over. The Panthers snapped a 40-match WAC streak without a victory with a shocking 2-1 opener against Hays High Tuesday. The Panthers beat Dodge City 2-1 in 2019 for their last WAC win. Standout sophomore Xali Arias scored the second half game-winner on a penalty kick. Natalia Rodriguez assisted Arias for a first-half goal. The Panthers enjoyed the ride home from Hays. ""The team was in great spirits on the way home,"" said Great Bend soccer coach Noel Rodriguez. ""We're looking for a winning season."" Goalkeeper Paige Trendel benefited from solid defense. ""Paige Trendel made plenty of saves. She had a great first game,"" Rodriguez said. ""The defense stepped up big and played outstanding."" The Panthers' offense and midfield performed their jobs. ""Our midfield really handled the game,"" he said. ""We have strong leaders in our midfield. Up front, our attack is finding their way. They’re fun to watch."" Rodriguez said it was a solid team win. ""Shout out to our team from starters to our bench,"" he said. ""Our bench helped us out with crucial minutes.""",subtopic_drift,Subtopic,"Keep the main theme and central actors, but shift the article's focus to a different relevant subtopic or angle.",,not_requested,,,,pending,
manual_stdi_017,887,7d703c65ea438c83819a426c86a06347,"Vice Foreign Minister Holds Expanded Meeting with Heads of Missions in Gulf, Jordan, and Iraq",description,"ADEN-SABA Vice Minister of Foreign Affairs and Expatriates Mustafa Noman held an expanded virtual meeting on Thursday with heads of Yemen’s diplomatic missions in the Gulf Cooperation Council (GCC) countries, as well as Jordan and Iraq. In a statement to Saba, the meeting—bringing together ambassadors to Bahrain, Kuwait, the United Arab Emirates, Oman, Qatar, Jordan, and Iraq, along with the Chargé d’Affaires at Yemen’s embassy in Saudi Arabia and the head of the Gulf and Arabian Peninsula Department at the Foreign Ministry—focused on the conditions of Yemeni communities in host countries. Discussions addressed the situation of stranded Yemenis in light of the repercussions of the war and the Iranian attacks on GCC states, as well as broader consular and humanitarian concerns. Heads of mission presented oral briefings on recent developments and offered a number of observations and recommendations aimed at ensuring the safety and well-being of Yemeni nationals. They also expressed appreciation for the cooperation of host governments and the support and facilitation extended to Yemeni communities. For his part, the vice minister commended the efforts of the heads of mission in closely following up on citizens’ conditions, affirming that their recommendations will be submitted to the Prime Minister and Minister of Foreign Affairs and Expatriates for consideration and appropriate action. The meeting also agreed to hold such consultations on a regular basis to strengthen coordination and communication between the ministry and its missions abroad.",contradiction_drift,Internal contradiction,"Preserve the overall topic, but introduce one explicit internal contradiction about a central fact, number, action, or outcome.",,not_requested,,,,pending,
manual_stdi_018,1540,11c9275c35fecd97efe0ba12a17b00da,CPA questions legal basis of GACL takeover of McDan Jet Terminal,description,"The Committee for Public Accountability (CPA) has raised concerns over the legal basis for the government’s takeover of the private jet terminal operated by McDan Aviation at the Accra International Airport. The move follows the Ghana Airport Company Limited’s decision to terminate its Fixed Base Operator (FBO) agreement with McDan Aviation, citing disputes over unpaid [...] The post CPA questions legal basis of GACL takeover of McDan Jet Terminal appeared first on Ghanamma.com .",entity_drift,Central entity,"Keep the main theme and the key relations, but replace one central person, organization, place, or group with a different plausible entity.",,not_requested,,,,pending,
manual_stdi_019,1832,430efdefa3e7b49131d5916b8dd3c637,"God used Otti to wipe away tears of Abians, says APC chieftain Uche Ogah",description,"Uche Ogah, an All Progressives Congress (APC) chieftain and ex-minister of state for mines and steel development, says Alex Otti, governor of Abia state, has restored hope and dignity to residents. Addressing journalists in Umuahia, the Abia state capital, Ogah described Otti as a divine instrument in the transformation taking place in the state. “God has used him to wipe away the tears of Abians,” Ogah said. He added that the ongoing transformation across key sectors of the state reflects purposeful leadership, stating that the current administration represents a departure from years of stagnation. “What we are witnessing today in Abia is nothing short of a turnaround. For the first time in many years, our people can truly feel the impact of governance,” he said. Ogah said the administration has demonstrated political will in addressing long-standing challenges in the state. He said the government has prioritised urban renewal and road rehabilitation, adding that areas previously considered inaccessible have now been opened up. The former minister said the development has improved economic activities and the daily lives of residents. Ogah also commended the governor’s approach to transparency and accountability. “Governor Otti has shown that with sincerity, discipline, and fear of God, leadership can truly transform lives. Abia is gradually becoming a reference point,” he said. Ogah urged residents of the state to continue supporting the government, noting that sustainable development requires collective effort and patience. Ogah added that although progress has been made, more work needs to be done. He also called on political stakeholders to prioritise the interests of the people over personal ambitions. Ogah said the progress recorded in the state should be protected and strengthened for future generations. On February 18, Yemi Osinbajo, former vice-president, commended Otti for his “transformational leadership”. “You have done not just what you promised, but even more. You have made public service worthwhile,” Osinbajo said during a visit to Otti at the governor’s office in Umuahia.",vad_drift,Emotional framing (VAD),"Preserve the factual claims, topic, entities, and relations. Make the framing clearly more negative and urgent: lower valence and increase arousal through alarming but journalistic wording. Do not add, remove, or alter facts.",,not_requested,,,,pending,
manual_stdi_020,1049,f6934134d03979242a04451c4ace29f0,Apple Announces Plans to Make More iPhone Parts in USA,description,"Apple today announced four new members of its American Manufacturing Program : TDK, Bosch, Cirrus Logic, and Qnity Electronics. Apple said TDK will manufacture tunnel magnetoresistance (TMR) sensors in the U.S. for the first time ever, for use in iPhones shipped around the world. Apple says these sensors help to support iPhone features such as camera stabilization. Apple, Bosch, and TSMC will work together to produce integrated circuits (ICs) for Bosch's new sensing hardware at a TSMC facility in Washington, according to Apple. These chips help to support features like Crash Detection, tracking in the Activity app, and elevation measurements across products like the iPhone and Apple Watch. Apple said it is also working with Cirrus Logic and GlobalFoundries to establish new semiconductor process technologies at a GlobalFoundries facility in New York. This collaboration enables Cirrus Logic to develop solutions for a number of components in Apple products, including advanced chips that power Face ID systems. Finally, Qnity Electronics and HD MicroSystems will provide ""cutting-edge materials and technologies essential for semiconductor manufacturing."" This collaboration will ""pioneer innovations for high-performance computing and AI."" Apple's American Manufacturing Program aims to bring more ""advanced manufacturing and critical component production"" to the U.S., as part of the company's four-year $600 billion commitment to U.S. manufacturing and innovation. Apple is dedicating $400 million of the $600 billion to these four new members of the program through 2030. ""At Apple, we believe in the power of American innovation and manufacturing, and we're proud to partner with even more companies to produce critical components and cutting-edge materials for our products right here in the U.S.,"" said Apple's CEO Tim Cook. The program's initial members included Amkor, Broadcom, Coherent, Corning, GlobalFoundries, GlobalWafers America, Samsung, Texas Instruments, and others. Tag: American Manufacturing Program This article, "" Apple Announces Plans to Make More iPhone Parts in USA "" first appeared on MacRumors.com Discuss this article in our forums",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_021,1734,f41760446ec22106dffa2df5860b4d5d,"LOCOMS backs Heath Goldfields, cautions against calls to revoke mandate",description,"By Juliet Aguiar DUGBARTEY The Local Companies in Mining Services (LOCOMS), representing indigenous contractors and service providers within the Bogoso-Prestea mining enclave in the Western Region, has thrown its weight behind Heath Goldfields Limited (HGL), urging stakeholders to support the company’s ongoing efforts to revive the mine. This follows recent calls by some groups for [...] The post LOCOMS backs Heath Goldfields, cautions against calls to revoke mandate appeared first on The Business & Financial Times .",contradiction_drift,Internal contradiction,"Preserve the overall topic, but introduce one explicit internal contradiction about a central fact, number, action, or outcome.",,not_requested,,,,pending,
manual_stdi_022,2065,c3d0b921d90d040375b35df3f5565d3a,Rajasthan United hold Diamond Harbour to a hard-fought draw!,description,"Rajasthan United FC held Diamond Harbour FC to a 1-1 draw in Star Cement Indian Football League 2025-26 at the Vidhyadhar Nagar Stadium in Jaipur on Thursday, 26 March 2026. Jonathan Feranandes gave the home side the lead through a penalty and R. Ramdinthara equalised for the visitors. Diamond Harbour remained in second place in ... The post Rajasthan United hold Diamond Harbour to a hard-fought draw! appeared first on Arunava about Football .",relation_drift,Central relation,"Keep the main theme and central entities, but change one key causal, action, or responsibility relation between them.",,not_requested,,,,pending,
manual_stdi_023,1849,0be9bdc007a096d5855e5bfd52e69f07,Goldman Sachs Sets COIN Target at $235 — Here’s Why Coinbase Could Surge 30% From Current Levels,description,"Coinbase Global (NASDAQ:COIN) has had a rough stretch. Shares are down nearly 20% year-to-date, trading at $177.82 on Thursday, March 26, down significantly from their 52-week high of $444.64. The broader crypto complex has dropped 46% since its October 2025 peak, and the Street consensus target sits at $252.24. Goldman Sachs reaffirmed its Buy rating ... Goldman Sachs Sets COIN Target at $235 — Here’s Why Coinbase Could Surge 30% From Current Levels The post Goldman Sachs Sets COIN Target at $235 — Here’s Why Coinbase Could Surge 30% From Current Levels appeared first on 24/7 Wall St. .",contradiction_drift,Internal contradiction,"Preserve the overall topic, but introduce one explicit internal contradiction about a central fact, number, action, or outcome.",,not_requested,,,,pending,
manual_stdi_024,155,43b305aebbf654fd9464eb6d39cf900b,CS Atal Dulloo Reviews Progress Of Tawi Artificial Lake And Riverfront Development Projects,description,"JAMMU, Mar 25: Chief Secretary, Atal Dulloo today chaired a comprehensive review meeting to assess the progress of the Tawi Artificial Lake and Riverfront Development Project in Jammu. The review covered key components including riverfront development works, barrage construction, sewerage interception, and protection measures being executed under the Smart City initiative. The Chief Secretary undertook a detailed assessment of both completed and ongoing works, including new initiatives aimed at enhancing the project’s aesthetic appeal and public utility. He also reviewed [...] The post CS Atal Dulloo Reviews Progress Of Tawi Artificial Lake And Riverfront Development Projects appeared first on Daily Excelsior .",relation_drift,Central relation,"Keep the main theme and central entities, but change one key causal, action, or responsibility relation between them.",,not_requested,,,,pending,
manual_stdi_025,1103,c3e6dd6b744c32e698c47d21f39ae215,"SUPP Kuching Branch sets up task force, names deputy chairman as acting chief after Lily Yong’s expulsion",description,"KUCHING (March 26): Sarawak United People’s Party (SUPP) Kuching Branch has formed a special task force and appointed acting leaders following the expulsion of its chairman Datuk Lily Yong and secretary Voong Nam Jin by the party’s Central Working Committee (CWC). Branch Youth chief Nicholas Wung said a meeting was convened tonight, during which deputy [...] The post SUPP Kuching Branch sets up task force, names deputy chairman as acting chief after Lily Yong’s expulsion appeared first on Borneo Post Online .",entity_drift,Central entity,"Keep the main theme and the key relations, but replace one central person, organization, place, or group with a different plausible entity.",,not_requested,,,,pending,
manual_stdi_026,1689,9bcbe0c74838e783faca82868b172295,Tehseen Poonawalla Outlines 3 Steps To Help Hospitality Sector Amid Commercial LPG Crisis,description,"Amid the West Asia crisis and the ongoing ""commercial LPG shortage"", political analyst Tehseen Poonawalla has suggested measures to support India’s hospitality sector. He highlighted the struggles faced by restaurants and hotels due to limited LPG availability and proposed three key steps. First, he recommended including restaurants and hotels under GST input tax credit for the financial year April 2026 to March 2027. Second, he urged that restaurants adopting electric induction systems be provided GST benefits along with an EMI facility offering a six-month interest waiver. Third, he suggested waiving local and state taxes for six months to ease financial pressure. Poonawalla emphasized that these measures would help restaurants retain staff, operate sustainably, and recover fully, noting the sector’s challenges during COVID and its recent revival.#westasiacrisis #commerciallpgshortage #hospitalitysector #gstrelief #restaurants #hotels #tehseenpoonawalla",vad_drift,Emotional framing (VAD),"Preserve the factual claims, topic, entities, and relations. Make the framing clearly more negative and urgent: lower valence and increase arousal through alarming but journalistic wording. Do not add, remove, or alter facts.",,not_requested,,,,pending,
manual_stdi_027,1938,d577bc43e7cca39efb6f0136ac60da89,Poverty Reduction in Romania,description,"When talking about Romania, many people still associate the country with its communist past and its significant economic struggle, which lasted for 24 years under the rule of Nicolae Ceausescu. There are different perspectives regarding decades ago and current poverty in Romania. The communist regime fell in 1989, and Romania has changed considerably since. According [...] The post Poverty Reduction in Romania appeared first on The Borgen Project .",contradiction_drift,Internal contradiction,"Preserve the overall topic, but introduce one explicit internal contradiction about a central fact, number, action, or outcome.",,not_requested,,,,pending,
manual_stdi_028,586,a2e87c0f4b88fac5f3a91be0756c1cf7,"Navi Mumbai Civic Body Cracks Down On Property Tax Defaulters, Warns Of Attachment And Auction",description,"The Navi Mumbai Municipal Corporation has launched a crackdown on property tax defaulters, warning of attachment and auction if dues are not cleared by March 31. Notices have been issued to thousands of owners, while an amnesty scheme offering 50% waiver on late fees remains in effect until the deadline.",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_029,1771,6516c5056756d9dbc7a328ee295058db,The Geometry of Freedom: Why the Middle East embraces the character of the Boxy SUV — and how the iCAUR V27 responds,description,"A return to sharp, upright lines is not simply a matter of style, but a practical choice in a region where a vehicle must perform reliably in every environment. Across global automotive design, a renewed interest in vehicles with strong geometry and upright proportions is becoming increasingly visible. In the Middle East, however, this design philosophy has long been part of everyday mobility. SUVs are valued not only for their visual presence, but also for their ability to perform confidently in challenging conditions. From dense urban skylines to vast desert landscapes, vehicles in GCC markets must combine several essential qualities: excellent visibility, robust engineering capable of operating in extreme heat, and genuine capability for navigating sand and uneven terrain. For this reason, the upright architecture commonly associated with boxy SUVs is widely regarded as a symbol of reliability, durability, and readiness for exploration. Rather than following short-lived styling cycles, this approach reflects a belief shared by many drivers in the region: truly classic design is defined by proportion, clarity, and long-term practicality. A new generation of urban explorersToday’s SUV drivers are increasingly described as urban explorers — people aged between 30 and 50 who lead active urban lives while maintaining a strong interest in travel, outdoor activities, and exploration. For them, a vehicle must perform several roles at once. It should function as a stylish urban SUV during the working week, a comfortable family vehicle for weekends, and a capable partner for journeys beyond the city. At the intersection of these expectations stands the iCAUR V27 — the mid-to-large all-round hybrid SUV designed for drivers who value both character and versatility. The vehicle combines the commanding silhouette of a classic boxy SUV — long appreciated in the Middle East — with technologies developed for the new era of mobility. Its upright proportions and balanced design language reflect values closely associated with the region: independence, resilience, and the confidence to explore beyond conventional roads. Engineering designed for the Middle East Developed with regional conditions in mind, the V27 is powered by Golden REEV (Range-Extended Electric Vehicle) technology, designed to combine electric efficiency with long-distance capability. The system delivers 335 kW of power and 505 Nm of torque, enabling acceleration from 0 to 100 km/h in just 5.9 seconds and providing confident performance both in city driving and on demanding terrain. The Golden REEV architecture allows the vehicle to operate primarily in electric mode while the combustion engine functions as a generator when additional range is required. This approach combines the benefits of electric mobility with the flexibility necessary for longer journeys. The system is supported by a CATL lithium iron phosphate (LFP) battery, known for its durability, safety, and thermal stability — important characteristics for vehicles operating in hot climates. Intelligent All-Wheel Drive for desert conditionsTo adapt to diverse driving environments — from highways to desert dunes — the V27 features i-AWD (Intelligent All-Wheel Drive). The system provides more than eight driving modes, including dedicated settings for sand and gravel, enabling the vehicle to respond effectively to changing terrain. The vehicle’s geometry further enhances its capability, with an approach angle of 24°, a departure angle of 23°, and a water-wading depth of up to 600 mm, meeting expectations for a genuine off-road SUV. A cabin designed for life beyond the cityInside, the cabin follows the Interstellar Cockpit concept, combining advanced digital technology with everyday comfort. The centrepiece of the interior is a 15.4-inch 3K display powered by the Qualcomm 8155 processor, enabling intuitive interaction with the vehicle’s systems. The interior also features the “Interstellar Porthole” dual panoramic sunroof, creating a bright and open atmosphere that reflects the spirit of exploration. Designed with an active lifestyle in mind, the V27 offers 49 storage compartments, a 6 kW external power supply, towing capability of up to 1.6 tons, and 39 accessory mounting points, allowing the vehicle to support camping, outdoor activities, and extended journeys. A spacious cabin layout, heated and ventilated seats, and a 15-speaker audio system further enhance comfort during travel. A modern interpretation of the classic SUVThe arrival of the iCAUR V27 in the Middle East reflects the evolving expectations of SUV drivers in the region. Buyers increasingly look for vehicles that combine urban comfort, genuine off-road capability, and a strong design identity. For iCAUR, classic design is not about looking back, but about creating vehicles whose proportions and character remain relevant over time. By combining the visual strength of a traditional boxy SUV with intelligent new-energy technology, the V27 offers a modern interpretation of a timeless concept. In doing so, iCAUR aims to become the first choice new-energy boxy SUV with a classic design, delivering a vehicle built for exploration, everyday reliability, and the evolving lifestyles of modern drivers. iCAUR International Business Summit.",entity_drift,Central entity,"Keep the main theme and the key relations, but replace one central person, organization, place, or group with a different plausible entity.",,not_requested,,,,pending,
manual_stdi_030,793,bbfd9e88de15a75f898297d950359e45,Police investigating shooting in NE Oklahoma City,description,OKLAHOMA CITY (KFOR) - Police are investigating a shooting in Northeast Oklahoma City Thursday morning. Officials say officers responded to the area of NE 10th St. and Missouri Ave. It is unclear what led to the shooting or if anyone was hurt. No more information is available at this time. This is a developing story.,relation_drift,Central relation,"Keep the main theme and central entities, but change one key causal, action, or responsibility relation between them.",,not_requested,,,,pending,
manual_stdi_031,1039,b569b68e895913a92ab77db174c67fde,"EFCC nabs 30 suspected Internet fraudsters in Ilorin, denies link to Kwara Poly protest",description,"Economic and Financial Crimes Commission (EFCC) has dismissed claims linking its recent operation in Ilorin, Kwara State, to protests by students of Kwara State Polytechnic, describing such reports as misleading and a misrepresentation of facts. Operatives of the Ilorin Zonal Directorate of the EFCC carried out a sting operation in The post EFCC nabs 30 suspected Internet fraudsters in Ilorin, denies link to Kwara Poly protest appeared first on National Accord Newspaper .",relation_drift,Central relation,"Keep the main theme and central entities, but change one key causal, action, or responsibility relation between them.",,not_requested,,,,pending,
manual_stdi_032,2159,49b904c72e15393747e93f117211616d,St. Francis Falcons in Millstone tournament,description,"Julia MagsombolLakeside Leader On March 14, Slave Lake’s St. Francis Falcons competed in the Millstone Annual Archery Tournament. Six Falcons took part, and most of them achieved personal best scores, according to the National Archery in the Schools Program (NASP) tournament results online. The total scores of the archers were not posted online, but only... The post St. Francis Falcons in Millstone tournament appeared first on Lakeside Leader .",entity_drift,Central entity,"Keep the main theme and the key relations, but replace one central person, organization, place, or group with a different plausible entity.",,not_requested,,,,pending,
manual_stdi_033,1625,ff89486fb67c9ff8fe924c2009e30846,One with God is a majority Biola Bayo writes heartfelt note to those standing with her amid backlash over her interview with Baba Ijesha,description,"The post One with God is a majority Biola Bayo writes heartfelt note to those standing with her amid backlash over her interview with Baba Ijesha appeared first on Kemi Filani.Nollywood actress Biola Bayo has written an appreciation post to those supporting her following backlash over her interview with Baba Ijesha. Following her apology, the actress expressed her appreciation for their love and prayed that God would never forsake them. Biola asserted that one with God is a majority. I see all",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_034,302,d14f0c10d89b13cfde26411a5d47d53f,Punjab Ranks 2nd Nationally in Scholarship Disbursement: Dr Baljit Kaur,description,"SAS Nagar, March 25, 2026 (Yes Punjab News) Punjab Minister for Social Justice, Empowerment and Minorities, Dr Baljit Kaur, stated that Punjab has secured the second position at the national level in the disbursement of scholarships aimed at promoting education among Scheduled Caste (SC) and other students. While chairing a Tool Kit Distribution and Awareness [...] The post Punjab Ranks 2nd Nationally in Scholarship Disbursement: Dr Baljit Kaur appeared first on Yes Punjab News .",contradiction_drift,Internal contradiction,"Preserve the overall topic, but introduce one explicit internal contradiction about a central fact, number, action, or outcome.",,not_requested,,,,pending,
manual_stdi_035,103,056aee05825568ba1b22f4600bf9f9bb,Why does Kai Havertz love donkeys? Arsenal star opens up on his strong bond with 'wonderful' animal,description,"Arsenal forward Kai Havertz has opened up on his unique passion for donkeys, describing them as ""wonderful"" animals while discussing his deep commitment to animal welfare. The 26-year-old, who has recently returned to the Germany national team fold, revealed that his affection for the creatures started at a very young age and remains a significant part of his life away from the pitch.",subtopic_drift,Subtopic,"Keep the main theme and central actors, but shift the article's focus to a different relevant subtopic or angle.",,not_requested,,,,pending,
manual_stdi_036,2140,a923f34b7834b0b2e2371d81500df0a1,Change in LHV Group Audit Committee,description,"The Supervisory Board of AS LHV Group has appointed Christian Schröder as a new member of the Audit Committee for a three-year term, effective 25 March 2026. The term of the current committee member, Tauno Tats, ended on the same date. Following the change, the Audit Committee of LHV Group will continue with four members: Indrek Heinloo (Chairman), Verner Uibo, Christian Schröder and Rain Lõhmus.",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_037,616,342f5ff1326488b774954dcfff8d39af,Rajasthan Police release advisory to prevent institutions from cyberfraud attacks,description,"Jaipur, March 25 (IANS) Acting under the directives of Rajasthan Director General of Police, Rajiv Kumar Sharma, a serious warning has been issued in the state regarding the security of digital data, officials said on Wednesday. Based on observations by the Indian Cyber Crime Coordination Centre (I4C), it has emerged that cybercriminals are now specifically targeting institutions that use Network Attached Storage (NAS) devices. These include chartered accountancy firms, consulting agencies, hospitals, IT and media professionals, as well as educational institutions. Jaipur Deputy Inspector General of Police (Cyber Crime), Shantanu Kumar Singh, said that the modus operandi of these fraudsters is highly sophisticated. Cybercriminals identify vulnerable or publicly accessible NAS systems over the internet. By exploiting weak passwords or outdated software, these cybercriminals gain unauthorised access and then copy or encrypt (lock) critical data. They subsequently demand hefty ransom payments, threatening to make sensitive data public, effectively denying institutions access to their own information. According to the advisory released by the Rajasthan Police, chartered accountants and IT professionals are among the primary targets, as they handle highly confidential financial data of clients. In addition, ransomware incidents have also been reported in media organisations and large hospitals. Sharing tips to safeguard valuable data, cyber experts recommend that institutions should restrict direct internet access to NAS systems, implement multi-factor authentication, and use strong passwords to enhance security. It is essential to regularly update software and apply all necessary security patches to prevent vulnerabilities. Institutions should also maintain secure backups at regular intervals and store them offline or in protected locations, while ensuring proper data recovery mechanisms are in place to handle emergencies effectively. Continuous monitoring of systems is crucial to detect any unusual activity. Immediate action should be taken if suspicious behaviour is observed, and affected systems must be isolated from the network without delay to prevent further damage. Institutions are also advised to seek assistance from cybersecurity experts whenever required, officials said, adding: ""In case of any such incident, report immediately to the nearest police station or cyber police station, or file a complaint via the Cyber Crime Reporting Portal: https://cybercrime.gov.in. The complainant may also contact the Cyber Helpline at 1930 or the Cyber Helpdesk at 9256001930/9257510100,"" officials said. --IANS arc/khz",vad_drift,Emotional framing (VAD),"Preserve the factual claims, topic, entities, and relations. Make the framing clearly more negative and urgent: lower valence and increase arousal through alarming but journalistic wording. Do not add, remove, or alter facts.",,not_requested,,,,pending,
