pair_id,original_id,subject,title,date,false_valence,rewritten_valence,delta_valence,false_arousal,rewritten_arousal,delta_arousal,false_dominance,rewritten_dominance,delta_dominance,absolute_delta_sum
Fake.csv:7931,Fake.csv:7931,News, Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint,"February 22, 2016",2.6722378730773926,2.7938904762268066,0.12165260314941406,3.2215192317962646,2.977567672729492,-0.24395155906677246,3.1351675987243652,3.129629373550415,-0.005538225173950195,0.3711423873901367
Fake.csv:6134,Fake.csv:6134,News, Chris Cuomo SLAMS Trump For Promising “A Lot Of Things That Can’t Be Done” In Energy Speech (VIDEO),"May 28, 2016",2.715289354324341,2.828312397003174,0.11302304267883301,3.2598178386688232,3.118217945098877,-0.1415998935699463,3.300337314605713,3.2292914390563965,-0.0710458755493164,0.3256688117980957
Fake.csv:1510,Fake.csv:1510,News, Trump Displays Incredible Ignorance Yet Again — Claims Credit For Term Coined Over A Hundred Years Ago,"May 11, 2017",2.928774833679199,3.0875794887542725,0.15880465507507324,3.0687906742095947,3.077780246734619,0.008989572525024414,3.137935161590576,3.2925944328308105,0.15465927124023438,0.32245349884033203
Fake.csv:10276,Fake.csv:10276,politics,FARMER FINED A WHOPPING $2.8 MILLION Asks President Trump For Help,"Jul 29, 2017",2.90212345123291,2.968662738800049,0.06653928756713867,3.0658648014068604,2.930508613586426,-0.13535618782043457,3.222752094268799,3.1211729049682617,-0.10157918930053711,0.30347466468811035
Fake.csv:17798,Fake.csv:17798,left-news,TRUMP HITS BACK After Cowgirl Congresswoman Trashes Him Over Words Said to Grieving Widow,"Oct 18, 2017",2.6298069953918457,2.7319016456604004,0.10209465026855469,3.2452218532562256,3.1154465675354004,-0.1297752857208252,3.034621238708496,3.096569538116455,0.061948299407958984,0.29381823539733887
Fake.csv:6815,Fake.csv:6815,News, Ben & Jerry’s Ice Cream Founders Get Arrested At U.S. Capitol,"April 19, 2016",2.7873804569244385,2.889171600341797,0.1017911434173584,3.2430057525634766,3.158867120742798,-0.08413863182067871,3.1433181762695312,3.2173657417297363,0.07404756546020508,0.2599773406982422
Fake.csv:9504,Fake.csv:9504,politics,MEDIA DOWNPLAYS Attack By Unhinged Neighbor On Senator Rand Paul…’Minor Injuries’ Not So Minor,"Nov 6, 2017",2.6298484802246094,2.5063207149505615,-0.12352776527404785,3.1219706535339355,3.2057011127471924,0.08373045921325684,3.034292697906494,3.080906867980957,0.04661417007446289,0.2538723945617676
Fake.csv:16423,Fake.csv:16423,Government News,ANGRY Venezuelans CHASE Their President…Bang On Pots And Yell [Video],"Sep 3, 2016",2.7054920196533203,2.6126365661621094,-0.09285545349121094,3.382183313369751,3.3175535202026367,-0.06462979316711426,3.0745387077331543,3.1176910400390625,0.0431523323059082,0.2006375789642334
Fake.csv:3492,Fake.csv:3492,News," GOP Gives Trump The Middle Finger, Prepares To Launch Probe Into Russia","December 9, 2016",2.852538585662842,2.806460380554199,-0.04607820510864258,3.178802967071533,3.069716691970825,-0.10908627510070801,3.1442623138427734,3.1688599586486816,0.024597644805908203,0.1797621250152588
Fake.csv:22940,Fake.csv:22940,Middle-east,Billionaire ‘Bilderberger’ David Rockefeller dead at 101,"March 20, 2017",2.8903660774230957,2.970560073852539,0.08019399642944336,3.0277771949768066,3.0345611572265625,0.006783962249755859,3.0425329208374023,3.1085751056671143,0.06604218482971191,0.15302014350891113
Fake.csv:18726,Fake.csv:18726,left-news,"COWARDLY BLACK BLOC THUG Dane Powell Pleads Guilty…Faces 6 Yrs In Prison For Rioting, Assaulting Police During Trump’s Inauguration [VIDEO]","Apr 29, 2017",2.5980539321899414,2.6213488578796387,0.023294925689697266,3.384800434112549,3.2875638008117676,-0.09723663330078125,3.1444649696350098,3.171126365661621,0.026661396026611328,0.14719295501708984
